"Candidates","Suppliers","DistanceCandidateSupplier"
253,26,115.24
253,27,55
253,28,41.39
253,29,124.36
253,30,27.78
253,31,72.97
253,32,93.97
253,33,228.74
253,34,171.12
253,35,75.55
253,36,64.46
253,37,72.92
253,38,205.57
253,39,65.24
253,40,8.45
253,41,29.36
253,42,34.45
253,43,59.4
253,44,55.86
253,45,110.81
253,46,174.44
253,47,190.01
253,48,215.36
253,49,198.99
253,50,61.26
253,51,90.72
253,52,82.04
253,53,42.09
254,1,200.13
254,2,66.21
254,3,153.3
254,4,164.81
254,5,40.25
254,6,71.65
254,7,126.85
254,8,127.84
254,9,87.37
254,10,80.33
254,11,32.53
254,12,202.49
254,13,210.78
254,14,197.05
254,15,111.69
254,16,101.66
254,17,89.75
254,18,124.98
254,19,133.46
254,20,130.92
254,21,96.37
254,22,89.95
254,23,100.11
254,24,94.72
254,25,116.12
254,26,116.18
254,27,52.46
254,28,38.86
254,29,121.82
254,30,30.92
254,31,73.92
254,32,89.48
254,33,224.76
254,34,167.14
254,35,76.49
254,36,61.92
254,37,70.38
254,38,203.03
254,39,68.38
254,40,11.59
254,41,32.5
254,42,30.47
254,43,60.34
254,44,53.33
254,45,108.27
254,46,171.9
254,47,187.47
254,48,212.83
254,49,196.45
254,50,58.73
254,51,88.18
254,52,82.98
254,53,45.23
255,1,193.88
255,2,59.96
255,3,147.04
255,4,158.56
255,5,33.99
255,6,77.68
255,7,120.6
255,8,121.59
255,9,81.11
255,10,74.08
255,11,43.4
255,12,196.23
255,13,204.52
255,14,190.8
255,15,105.44
255,16,95.4
255,17,83.49
255,18,118.73
255,19,127.2
255,20,124.67
255,21,90.12
255,22,83.7
255,23,93.86
255,24,88.46
255,25,109.87
255,26,109.93
255,27,46.2
255,28,32.6
255,29,115.56
255,30,24.9
255,31,67.66
255,32,83.23
255,33,218.51
255,34,160.89
255,35,70.24
255,36,55.67
255,37,64.13
255,38,196.78
255,39,74.38
255,40,15.07
255,41,26.48
255,42,24.22
255,43,54.09
255,44,47.07
255,45,102.01
255,46,165.65
255,47,181.22
255,48,206.57
255,49,190.2
255,50,52.47
255,51,81.93
255,52,76.73
255,53,38.36
256,1,191.67
256,2,57.75
256,3,144.84
256,4,156.36
256,5,31.79
256,6,75.48
256,7,118.4
256,8,119.38
256,9,78.91
256,10,71.87
256,11,41.21
256,12,194.03
256,13,202.32
256,14,188.6
256,15,103.24
256,16,93.2
256,17,81.29
256,18,116.53
256,19,125
256,20,122.46
256,21,87.91
256,22,81.49
256,23,91.65
256,24,86.26
256,25,107.67
256,26,107.72
256,27,44
256,28,30.4
256,29,113.36
256,30,22.69
256,31,65.46
256,32,81.02
256,33,216.3
256,34,158.69
256,35,68.04
256,36,53.46
256,37,61.92
256,38,194.58
256,39,72.79
256,40,13.49
256,41,24.27
256,42,22.02
256,43,51.88
256,44,44.87
256,45,99.81
256,46,163.44
256,47,179.01
256,48,204.37
256,49,187.99
256,50,50.27
256,51,79.72
256,52,74.52
256,53,36.16
257,1,205.89
257,2,71.96
257,3,159.05
257,4,160.44
257,5,46
257,6,54
257,7,122.49
257,8,114.25
257,9,83
257,10,72.16
257,11,32.4
257,12,198.12
257,13,206.41
257,14,192.68
257,15,107.33
257,16,97.29
257,17,81.58
257,18,120.62
257,19,129.09
257,20,126.55
257,21,92
257,22,85.58
257,23,95.74
257,24,90.35
257,25,102.53
257,26,102.59
257,27,48.09
257,28,34.49
257,29,117.45
257,30,20.88
257,31,60.32
257,32,81.32
257,33,230.51
257,34,172.9
257,35,62.9
257,36,57.55
257,37,66.01
257,38,198.67
257,39,59.33
257,40,7.17
257,41,22.46
257,42,30.45
257,43,46.75
257,44,48.96
257,45,103.9
257,46,167.53
257,47,183.1
257,48,208.46
257,49,192.08
257,50,54.36
257,51,83.81
257,52,69.39
257,53,24.69
258,1,207.85
258,2,73.93
258,3,161.02
258,4,160.3
258,5,47.97
258,6,52.11
258,7,122.34
258,8,112.36
258,9,82.86
258,10,70.28
258,11,34.37
258,12,197.98
258,13,206.27
258,14,192.54
258,15,107.18
258,16,97.15
258,17,79.69
258,18,120.47
258,19,128.95
258,20,126.41
258,21,93.62
258,22,85.44
258,23,95.6
258,24,90.21
258,25,100.64
258,26,100.7
258,27,47.95
258,28,35.02
258,29,117.31
258,30,20.9
258,31,58.43
258,32,79.43
258,33,232.48
258,34,174.87
258,35,61.01
258,36,57.41
258,37,65.87
258,38,198.52
258,39,61.3
258,40,9.14
258,41,18.97
258,42,32.42
258,43,44.86
258,44,48.82
258,45,103.76
258,46,167.39
258,47,182.96
258,48,208.32
258,49,191.94
258,50,54.22
258,51,83.67
258,52,67.5
258,53,22.8
259,1,219.13
259,2,85.21
259,3,172.29
259,4,172.64
259,5,59.24
259,6,49.29
259,7,134.68
259,8,116.11
259,9,95.2
259,10,78.89
259,11,29.04
259,12,210.32
259,13,218.61
259,14,204.88
259,15,119.52
259,16,109.49
259,17,88.3
259,18,132.81
259,19,141.29
259,20,138.75
259,21,102.23
259,22,97.78
259,23,107.94
259,24,102.55
259,25,101.78
259,26,104.45
259,27,60.29
259,28,47.73
259,29,129.65
259,30,34.12
259,31,62.19
259,32,88.04
259,33,243.76
259,34,186.14
259,35,64.76
259,36,69.75
259,37,78.21
259,38,210.86
259,39,44.09
259,40,16.68
259,41,31.31
259,42,43.7
259,43,50.93
259,44,61.16
259,45,116.1
259,46,179.73
259,47,195.3
259,48,220.66
259,49,204.28
259,50,66.56
259,51,96.01
259,52,66.03
259,53,35.14
260,1,225.53
260,2,91.61
260,3,178.69
260,4,180.12
260,5,65.64
260,6,68.75
260,7,142.16
260,8,139.67
260,9,102.67
260,10,97.58
260,11,8.2
260,12,217.79
260,13,226.09
260,14,212.36
260,15,127
260,16,116.96
260,17,107
260,18,140.29
260,19,148.77
260,20,146.23
260,21,111.68
260,22,105.26
260,23,115.42
260,24,110.02
260,25,127.95
260,26,128.01
260,27,67.77
260,28,54.16
260,29,137.12
260,30,40.55
260,31,85.74
260,32,106.74
260,33,250.15
260,34,192.54
260,35,88.32
260,36,77.23
260,37,85.69
260,38,218.34
260,39,58.45
260,40,23.12
260,41,42.13
260,42,50.13
260,43,72.17
260,44,68.63
260,45,123.57
260,46,187.21
260,47,202.78
260,48,228.13
260,49,211.76
260,50,74.03
260,51,103.49
260,52,94.81
260,53,54.86
261,1,202.1
261,2,68.18
261,3,155.26
261,4,166.78
261,5,42.21
261,6,72.98
261,7,128.82
261,8,131.37
261,9,89.33
261,10,89.29
261,11,33.87
261,12,204.45
261,13,212.74
261,14,199.02
261,15,113.66
261,16,103.62
261,17,98.7
261,18,126.95
261,19,135.42
261,20,132.89
261,21,98.34
261,22,91.92
261,23,102.08
261,24,96.68
261,25,119.65
261,26,119.71
261,27,54.42
261,28,40.82
261,29,123.78
261,30,32.25
261,31,77.44
261,32,98.44
261,33,226.73
261,34,169.11
261,35,80.02
261,36,63.89
261,37,72.35
261,38,205
261,39,69.71
261,40,12.92
261,41,33.83
261,42,32.44
261,43,63.87
261,44,55.29
261,45,110.23
261,46,173.86
261,47,189.44
261,48,214.79
261,49,198.42
261,50,60.69
261,51,90.15
261,52,86.51
261,53,46.56
262,1,202.49
262,2,68.57
262,3,155.65
262,4,167.17
262,5,42.6
262,6,74.4
262,7,129.21
262,8,130.2
262,9,89.72
262,10,82.69
262,11,35.28
262,12,204.84
262,13,213.14
262,14,199.41
262,15,114.05
262,16,104.01
262,17,92.1
262,18,127.34
262,19,135.82
262,20,133.28
262,21,98.73
262,22,92.31
262,23,102.47
262,24,97.07
262,25,118.48
262,26,118.54
262,27,54.82
262,28,41.21
262,29,124.17
262,30,33.67
262,31,76.27
262,32,91.84
262,33,227.12
262,34,169.5
262,35,78.85
262,36,64.28
262,37,72.74
262,38,205.39
262,39,71.13
262,40,14.34
262,41,35.25
262,42,32.83
262,43,62.7
262,44,55.68
262,45,110.62
262,46,174.26
262,47,189.83
262,48,215.18
262,49,198.81
262,50,61.08
262,51,90.54
262,52,85.34
262,53,47.98
263,1,203.58
263,2,69.66
263,3,156.75
263,4,168.26
263,5,43.7
263,6,76.12
263,7,130.3
263,8,131.29
263,9,90.82
263,10,83.78
263,11,37
263,12,205.94
263,13,214.23
263,14,200.5
263,15,115.14
263,16,105.11
263,17,93.2
263,18,128.43
263,19,136.91
263,20,134.37
263,21,99.82
263,22,93.4
263,23,103.56
263,24,98.17
263,25,119.57
263,26,119.63
263,27,55.91
263,28,42.31
263,29,125.27
263,30,35.39
263,31,77.37
263,32,92.93
263,33,228.21
263,34,170.59
263,35,79.94
263,36,65.37
263,37,73.83
263,38,206.48
263,39,72.85
263,40,16.06
263,41,36.97
263,42,33.92
263,43,63.79
263,44,56.78
263,45,111.72
263,46,175.35
263,47,190.92
263,48,216.28
263,49,199.9
263,50,62.18
263,51,91.63
263,52,86.43
263,53,49.7
264,1,206.35
264,2,72.43
264,3,159.51
264,4,171.03
264,5,46.46
264,6,78.89
264,7,133.07
264,8,134.06
264,9,93.58
264,10,86.55
264,11,39.77
264,12,208.7
264,13,217
264,14,203.27
264,15,117.91
264,16,107.87
264,17,95.96
264,18,131.2
264,19,139.68
264,20,137.14
264,21,102.59
264,22,96.17
264,23,106.33
264,24,100.94
264,25,122.34
264,26,122.4
264,27,58.68
264,28,45.07
264,29,128.04
264,30,38.16
264,31,80.13
264,32,95.7
264,33,230.98
264,34,173.36
264,35,82.71
264,36,68.14
264,37,76.6
264,38,209.25
264,39,75.62
264,40,18.83
264,41,39.74
264,42,36.69
264,43,66.56
264,44,59.54
264,45,114.49
264,46,178.12
264,47,193.69
264,48,219.04
264,49,202.67
264,50,64.94
264,51,94.4
264,52,89.2
264,53,52.47
265,1,196.39
265,2,62.47
265,3,149.56
265,4,161.07
265,5,36.51
265,6,80.19
265,7,123.11
265,8,124.1
265,9,83.62
265,10,76.59
265,11,40.02
265,12,198.75
265,13,207.04
265,14,193.31
265,15,107.95
265,16,97.92
265,17,86
265,18,121.24
265,19,129.72
265,20,127.18
265,21,92.63
265,22,86.21
265,23,96.37
265,24,90.98
265,25,112.38
265,26,112.44
265,27,48.72
265,28,35.11
265,29,118.08
265,30,27.21
265,31,70.17
265,32,85.74
265,33,221.02
265,34,163.4
265,35,72.75
265,36,58.18
265,37,66.64
265,38,199.29
265,39,75.86
265,40,14.99
265,41,28.79
265,42,26.73
265,43,56.6
265,44,49.59
265,45,104.53
265,46,168.16
265,47,183.73
265,48,209.08
265,49,192.71
265,50,54.98
265,51,84.44
265,52,79.24
265,53,40.88
266,1,193.86
266,2,59.94
266,3,147.02
266,4,158.54
266,5,33.97
266,6,77.66
266,7,120.58
266,8,121.57
266,9,81.09
266,10,74.05
266,11,43.08
266,12,196.21
266,13,204.5
266,14,190.78
266,15,105.42
266,16,95.38
266,17,83.47
266,18,118.71
266,19,127.18
266,20,124.65
266,21,90.09
266,22,83.67
266,23,93.84
266,24,88.44
266,25,109.85
266,26,109.9
266,27,46.18
266,28,32.58
266,29,115.54
266,30,26.24
266,31,67.64
266,32,83.21
266,33,218.48
266,34,160.87
266,35,70.22
266,36,55.65
266,37,64.11
266,38,196.76
266,39,78.93
266,40,16.41
266,41,27.82
266,42,24.2
266,43,54.06
266,44,47.05
266,45,101.99
266,46,165.62
266,47,181.19
266,48,206.55
266,49,190.18
266,50,52.45
266,51,81.91
266,52,76.7
266,53,38.34
267,1,240.06
267,2,106.14
267,3,193.22
267,4,194.65
267,5,80.17
267,6,75.39
267,7,156.69
267,8,154.2
267,9,117.2
267,10,112.12
267,11,8.32
267,12,232.33
267,13,240.62
267,14,226.89
267,15,141.53
267,16,131.5
267,17,121.53
267,18,154.82
267,19,163.3
267,20,160.76
267,21,126.21
267,22,119.79
267,23,129.95
267,24,124.56
267,25,142.48
267,26,142.54
267,27,82.3
267,28,68.69
267,29,151.66
267,30,55.08
267,31,100.27
267,32,121.27
267,33,264.69
267,34,207.07
267,35,102.85
267,36,91.76
267,37,100.22
267,38,232.87
267,39,71
267,40,37.65
267,41,56.66
267,42,64.66
267,43,86.7
267,44,83.17
267,45,138.11
267,46,201.74
267,47,217.31
267,48,242.66
267,49,226.29
267,50,88.56
267,51,118.02
267,52,109.34
267,53,69.39
268,1,210.28
268,2,79.89
268,3,163.44
268,4,231.54
268,5,117.37
268,6,190.43
268,7,197.86
268,8,234.34
268,9,150.17
268,10,180.41
268,11,55.1
268,12,223.71
268,13,201.96
268,14,263.78
268,15,182.7
268,16,165.55
268,17,179.91
268,18,195.99
268,19,204.46
268,20,201.92
268,21,179.74
268,22,151.78
268,23,167.98
268,24,165.72
268,25,222.62
268,26,222.68
268,27,158.96
268,28,145.36
268,29,192.82
268,30,141.49
268,31,180.41
268,32,189.56
268,33,234.91
268,34,79.77
268,35,182.99
268,36,150.55
268,37,153.15
268,38,202.12
268,39,90.95
268,40,34.16
268,41,143.07
268,42,127.21
268,43,166.84
268,44,154.83
268,45,179.27
268,46,238.62
268,47,254.19
268,48,234.04
268,49,197.1
268,50,144.35
268,51,156.09
268,52,189.48
268,53,151.12
269,1,207.4
269,2,73.48
269,3,160.57
269,4,172.09
269,5,47.52
269,6,91.21
269,7,134.13
269,8,135.11
269,9,94.64
269,10,87.6
269,11,51.38
269,12,209.76
269,13,218.05
269,14,204.33
269,15,118.97
269,16,108.93
269,17,97.02
269,18,132.26
269,19,140.73
269,20,138.19
269,21,103.64
269,22,97.22
269,23,107.39
269,24,101.99
269,25,123.4
269,26,123.45
269,27,59.73
269,28,46.13
269,29,129.09
269,30,40.2
269,31,81.19
269,32,96.75
269,33,232.03
269,34,174.42
269,35,83.77
269,36,69.19
269,37,77.65
269,38,210.31
269,39,87.23
269,40,30.44
269,41,41.78
269,42,37.75
269,43,67.61
269,44,60.6
269,45,115.54
269,46,179.17
269,47,194.74
269,48,220.1
269,49,203.72
269,50,66
269,51,95.45
269,52,90.25
269,53,51.89
270,1,204.16
270,2,70.24
270,3,157.33
270,4,168.84
270,5,44.28
270,6,87.96
270,7,130.88
270,8,131.87
270,9,91.4
270,10,84.36
270,11,44.09
270,12,206.52
270,13,214.81
270,14,201.08
270,15,115.72
270,16,105.69
270,17,93.78
270,18,129.01
270,19,137.49
270,20,134.95
270,21,100.4
270,22,93.98
270,23,104.14
270,24,98.75
270,25,120.15
270,26,120.21
270,27,56.49
270,28,42.89
270,29,125.85
270,30,42.48
270,31,77.95
270,32,93.51
270,33,228.79
270,34,171.18
270,35,80.52
270,36,65.95
270,37,74.41
270,38,207.06
270,39,79.93
270,40,23.14
270,41,44.06
270,42,34.5
270,43,64.37
270,44,57.36
270,45,112.3
270,46,175.93
270,47,191.5
270,48,216.86
270,49,200.48
270,50,62.76
270,51,92.21
270,52,87.01
270,53,48.65
271,1,203.2
271,2,69.28
271,3,156.37
271,4,167.88
271,5,43.32
271,6,87
271,7,129.92
271,8,130.91
271,9,90.44
271,10,83.4
271,11,47.18
271,12,205.56
271,13,213.85
271,14,200.12
271,15,114.76
271,16,104.73
271,17,92.82
271,18,128.05
271,19,136.53
271,20,133.99
271,21,99.44
271,22,93.02
271,23,103.18
271,24,97.79
271,25,119.19
271,26,119.25
271,27,55.53
271,28,41.93
271,29,124.89
271,30,36
271,31,76.99
271,32,92.55
271,33,227.83
271,34,170.22
271,35,79.56
271,36,64.99
271,37,73.45
271,38,206.1
271,39,83.03
271,40,26.23
271,41,37.58
271,42,33.55
271,43,63.41
271,44,56.4
271,45,111.34
271,46,174.97
271,47,190.54
271,48,215.9
271,49,199.52
271,50,61.8
271,51,91.25
271,52,86.05
271,53,47.69
272,1,170.09
272,2,247.49
272,3,198.01
272,4,198.62
272,5,268.48
272,6,317.78
272,7,234.94
272,8,318.3
272,9,218.63
272,10,245.98
272,11,322.44
272,12,129.86
272,13,94.54
272,14,186.27
272,15,224.96
272,16,219.73
272,17,238.85
272,18,238.91
272,19,224.86
272,20,229.44
272,21,238.69
272,22,218.49
272,23,210.7
272,24,224.66
272,25,306.58
272,26,306.64
272,27,263.97
272,28,262.11
272,29,231.84
272,30,280.41
272,31,258.23
272,32,240.53
272,33,194.72
272,34,315.53
272,35,266.95
272,36,244.85
272,37,230.16
272,38,99.96
272,39,335.41
272,40,294.25
272,41,278.05
272,42,274.99
272,43,263.36
272,44,251.56
272,45,227.31
272,46,208.43
272,47,190
272,48,140.49
272,49,107.04
272,50,244.05
272,51,214.48
272,52,273.44
272,53,279.57
273,1,161.5
273,2,238.91
273,3,189.43
273,4,190.04
273,5,259.9
273,6,309.2
273,7,226.36
273,8,309.72
273,9,210.05
273,10,237.4
273,11,313.86
273,12,121.28
273,13,85.96
273,14,177.69
273,15,216.38
273,16,211.15
273,17,230.27
273,18,230.32
273,19,216.28
273,20,220.86
273,21,230.1
273,22,209.91
273,23,202.12
273,24,216.08
273,25,298
273,26,298.06
273,27,255.39
273,28,253.53
273,29,223.26
273,30,271.83
273,31,249.64
273,32,231.95
273,33,186.13
273,34,306.95
273,35,258.37
273,36,236.27
273,37,221.58
273,38,91.38
273,39,326.83
273,40,285.67
273,41,269.47
273,42,266.41
273,43,254.78
273,44,242.98
273,45,218.73
273,46,199.85
273,47,181.42
273,48,131.91
273,49,98.46
273,50,235.47
273,51,205.9
273,52,264.86
273,53,270.99
274,1,155.47
274,2,232.87
274,3,183.39
274,4,184.01
274,5,253.87
274,6,303.16
274,7,220.33
274,8,303.69
274,9,204.01
274,10,231.36
274,11,307.82
274,12,115.24
274,13,79.92
274,14,171.65
274,15,210.34
274,16,205.12
274,17,224.24
274,18,224.29
274,19,210.25
274,20,214.82
274,21,224.07
274,22,203.88
274,23,196.08
274,24,210.05
274,25,291.97
274,26,292.02
274,27,249.36
274,28,247.5
274,29,217.23
274,30,265.79
274,31,243.61
274,32,225.92
274,33,180.1
274,34,300.92
274,35,252.34
274,36,230.23
274,37,215.54
274,38,85.34
274,39,320.8
274,40,279.63
274,41,263.44
274,42,260.38
274,43,248.75
274,44,236.95
274,45,212.69
274,46,193.82
274,47,175.38
274,48,125.88
274,49,92.43
274,50,229.43
274,51,199.87
274,52,258.82
274,53,264.96
275,1,152.09
275,2,229.49
275,3,180.01
275,4,180.62
275,5,250.48
275,6,299.78
275,7,216.94
275,8,300.3
275,9,200.63
275,10,227.98
275,11,304.44
275,12,111.86
275,13,76.54
275,14,168.27
275,15,206.96
275,16,201.73
275,17,220.85
275,18,220.91
275,19,206.87
275,20,211.44
275,21,220.69
275,22,200.5
275,23,192.7
275,24,206.67
275,25,288.58
275,26,288.64
275,27,245.97
275,28,244.11
275,29,213.84
275,30,262.41
275,31,240.23
275,32,222.53
275,33,176.72
275,34,297.54
275,35,248.95
275,36,226.85
275,37,212.16
275,38,81.96
275,39,317.41
275,40,276.25
275,41,260.05
275,42,256.99
275,43,245.36
275,44,233.56
275,45,209.31
275,46,190.44
275,47,172
275,48,122.5
275,49,89.04
275,50,226.05
275,51,196.48
275,52,255.44
275,53,261.57
276,1,147.98
276,2,225.39
276,3,175.91
276,4,176.52
276,5,246.38
276,6,295.68
276,7,212.84
276,8,296.2
276,9,196.53
276,10,223.88
276,11,300.34
276,12,107.76
276,13,72.44
276,14,164.17
276,15,202.86
276,16,197.63
276,17,216.75
276,18,216.8
276,19,202.76
276,20,207.34
276,21,216.58
276,22,196.39
276,23,188.6
276,24,202.56
276,25,284.48
276,26,284.54
276,27,241.87
276,28,240.01
276,29,209.74
276,30,258.31
276,31,236.12
276,32,218.43
276,33,172.61
276,34,293.43
276,35,244.85
276,36,222.75
276,37,208.06
276,38,77.86
276,39,313.31
276,40,272.15
276,41,255.95
276,42,252.89
276,43,241.26
276,44,229.46
276,45,205.21
276,46,186.33
276,47,167.9
276,48,118.39
276,49,84.94
276,50,221.95
276,51,192.38
276,52,251.34
276,53,257.47
277,1,142.14
277,2,219.54
277,3,170.06
277,4,170.67
277,5,240.54
277,6,289.83
277,7,206.99
277,8,290.35
277,9,190.68
277,10,218.03
277,11,294.49
277,12,101.91
277,13,66.59
277,14,158.32
277,15,197.01
277,16,191.79
277,17,210.9
277,18,210.96
277,19,196.92
277,20,201.49
277,21,210.74
277,22,190.55
277,23,182.75
277,24,196.72
277,25,278.63
277,26,278.69
277,27,236.03
277,28,234.17
277,29,203.89
277,30,252.46
277,31,230.28
277,32,212.59
277,33,166.77
277,34,287.59
277,35,239
277,36,216.9
277,37,202.21
277,38,72.01
277,39,307.47
277,40,266.3
277,41,250.11
277,42,247.05
277,43,235.42
277,44,223.61
277,45,199.36
277,46,180.49
277,47,162.05
277,48,112.55
277,49,79.1
277,50,216.1
277,51,186.53
277,52,245.49
277,53,251.62
278,1,133.64
278,2,211.04
278,3,161.57
278,4,162.18
278,5,232.04
278,6,281.33
278,7,198.5
278,8,281.86
278,9,182.18
278,10,209.53
278,11,286
278,12,93.42
278,13,58.09
278,14,149.82
278,15,188.51
278,16,183.29
278,17,202.41
278,18,202.46
278,19,188.42
278,20,192.99
278,21,202.24
278,22,182.05
278,23,174.26
278,24,188.22
278,25,270.14
278,26,270.19
278,27,227.53
278,28,225.67
278,29,195.4
278,30,243.96
278,31,221.78
278,32,204.09
278,33,158.27
278,34,279.09
278,35,230.51
278,36,208.4
278,37,193.72
278,38,63.51
278,39,298.97
278,40,257.8
278,41,241.61
278,42,238.55
278,43,226.92
278,44,215.12
278,45,190.86
278,46,171.99
278,47,153.55
278,48,104.05
278,49,70.6
278,50,207.6
278,51,178.04
278,52,236.99
278,53,243.13
279,1,122.57
279,2,199.97
279,3,150.5
279,4,151.11
279,5,220.97
279,6,270.26
279,7,187.43
279,8,270.79
279,9,171.12
279,10,198.46
279,11,274.93
279,12,82.35
279,13,47.02
279,14,138.76
279,15,177.44
279,16,172.22
279,17,191.34
279,18,191.39
279,19,177.35
279,20,181.92
279,21,191.17
279,22,170.98
279,23,163.19
279,24,177.15
279,25,259.07
279,26,259.13
279,27,216.46
279,28,214.6
279,29,184.33
279,30,232.9
279,31,210.71
279,32,193.02
279,33,147.2
279,34,268.02
279,35,219.44
279,36,197.34
279,37,182.65
279,38,52.45
279,39,287.9
279,40,246.73
279,41,230.54
279,42,227.48
279,43,215.85
279,44,204.05
279,45,179.79
279,46,160.92
279,47,142.49
279,48,92.98
279,49,59.53
279,50,196.54
279,51,166.97
279,52,225.93
279,53,232.06
280,1,116.56
280,2,193.96
280,3,144.48
280,4,145.09
280,5,214.95
280,6,264.25
280,7,181.41
280,8,264.77
280,9,165.1
280,10,192.45
280,11,268.91
280,12,76.33
280,13,41.01
280,14,132.74
280,15,171.43
280,16,166.2
280,17,185.32
280,18,185.38
280,19,171.33
280,20,175.91
280,21,185.16
280,22,164.96
280,23,157.17
280,24,171.13
280,25,253.05
280,26,253.11
280,27,210.44
280,28,208.58
280,29,178.31
280,30,226.88
280,31,204.7
280,32,187
280,33,141.19
280,34,262
280,35,213.42
280,36,191.32
280,37,176.63
280,38,46.43
280,39,281.88
280,40,240.72
280,41,224.52
280,42,221.46
280,43,209.83
280,44,198.03
280,45,173.78
280,46,154.9
280,47,136.47
280,48,86.96
280,49,53.51
280,50,190.52
280,51,160.95
280,52,219.91
280,53,226.04
281,1,158.96
281,2,236.36
281,3,186.89
281,4,187.5
281,5,257.36
281,6,306.65
281,7,223.82
281,8,307.18
281,9,207.51
281,10,234.85
281,11,311.32
281,12,118.74
281,13,83.41
281,14,175.15
281,15,213.83
281,16,208.61
281,17,227.73
281,18,227.78
281,19,213.74
281,20,218.31
281,21,227.56
281,22,207.37
281,23,199.58
281,24,213.54
281,25,295.46
281,26,295.52
281,27,252.85
281,28,250.99
281,29,220.72
281,30,269.29
281,31,247.1
281,32,229.41
281,33,183.59
281,34,304.41
281,35,255.83
281,36,233.73
281,37,219.04
281,38,88.84
281,39,324.29
281,40,283.12
281,41,266.93
281,42,263.87
281,43,252.24
281,44,240.44
281,45,216.18
281,46,197.31
281,47,178.88
281,48,129.37
281,49,95.92
281,50,232.93
281,51,203.36
281,52,262.32
281,53,268.45
282,1,169.48
282,2,246.88
282,3,197.41
282,4,198.02
282,5,267.88
282,6,317.17
282,7,234.34
282,8,317.7
282,9,218.03
282,10,245.37
282,11,321.84
282,12,129.26
282,13,93.94
282,14,185.67
282,15,224.36
282,16,219.13
282,17,238.25
282,18,238.3
282,19,224.26
282,20,228.83
282,21,238.08
282,22,217.89
282,23,210.1
282,24,224.06
282,25,305.98
282,26,306.04
282,27,263.37
282,28,261.51
282,29,231.24
282,30,279.81
282,31,257.62
282,32,239.93
282,33,194.11
282,34,314.93
282,35,266.35
282,36,244.25
282,37,229.56
282,38,99.36
282,39,334.81
282,40,293.65
282,41,277.45
282,42,274.39
282,43,262.76
282,44,250.96
282,45,226.7
282,46,207.83
282,47,189.4
282,48,139.89
282,49,106.44
282,50,243.45
282,51,213.88
282,52,272.84
282,53,278.97
283,1,164.66
283,2,242.06
283,3,192.58
283,4,193.19
283,5,263.06
283,6,312.35
283,7,229.51
283,8,312.87
283,9,213.2
283,10,240.55
283,11,317.01
283,12,124.43
283,13,89.11
283,14,180.84
283,15,219.53
283,16,214.31
283,17,233.42
283,18,233.48
283,19,219.44
283,20,224.01
283,21,233.26
283,22,213.07
283,23,205.27
283,24,219.24
283,25,301.16
283,26,301.21
283,27,258.55
283,28,256.69
283,29,226.41
283,30,274.98
283,31,252.8
283,32,235.11
283,33,189.29
283,34,310.11
283,35,261.53
283,36,239.42
283,37,224.73
283,38,94.53
283,39,329.99
283,40,288.82
283,41,272.63
283,42,269.57
283,43,257.94
283,44,246.13
283,45,221.88
283,46,203.01
283,47,184.57
283,48,135.07
283,49,101.62
283,50,238.62
283,51,209.05
283,52,268.01
283,53,274.14
284,1,176.32
284,2,253.72
284,3,204.25
284,4,204.86
284,5,274.72
284,6,324.02
284,7,241.18
284,8,324.54
284,9,224.87
284,10,252.21
284,11,328.68
284,12,136.1
284,13,100.78
284,14,192.51
284,15,231.2
284,16,225.97
284,17,245.09
284,18,245.14
284,19,231.1
284,20,235.67
284,21,244.92
284,22,224.73
284,23,216.94
284,24,230.9
284,25,312.82
284,26,312.88
284,27,270.21
284,28,268.35
284,29,238.08
284,30,286.65
284,31,264.46
284,32,246.77
284,33,200.95
284,34,321.77
284,35,273.19
284,36,251.09
284,37,236.4
284,38,106.2
284,39,341.65
284,40,300.49
284,41,284.29
284,42,281.23
284,43,269.6
284,44,257.8
284,45,233.55
284,46,214.67
284,47,196.24
284,48,146.73
284,49,113.28
284,50,250.29
284,51,220.72
284,52,279.68
284,53,285.81
285,1,223.88
285,2,301.28
285,3,251.8
285,4,252.41
285,5,322.27
285,6,371.57
285,7,288.73
285,8,372.09
285,9,272.42
285,10,299.77
285,11,376.23
285,12,183.65
285,13,148.33
285,14,240.06
285,15,278.75
285,16,273.53
285,17,292.64
285,18,292.7
285,19,278.66
285,20,283.23
285,21,292.48
285,22,272.29
285,23,264.49
285,24,278.46
285,25,360.37
285,26,360.43
285,27,317.76
285,28,315.9
285,29,285.63
285,30,334.2
285,31,312.02
285,32,294.32
285,33,248.51
285,34,369.33
285,35,320.74
285,36,298.64
285,37,283.95
285,38,153.75
285,39,389.21
285,40,348.04
285,41,331.84
285,42,328.78
285,43,317.15
285,44,305.35
285,45,281.1
285,46,262.23
285,47,243.79
285,48,194.29
285,49,160.83
285,50,297.84
285,51,268.27
285,52,327.23
285,53,333.36
286,1,240.13
286,2,317.53
286,3,268.05
286,4,268.66
286,5,338.52
286,6,387.82
286,7,304.98
286,8,388.34
286,9,288.67
286,10,316.02
286,11,392.48
286,12,199.9
286,13,164.58
286,14,256.31
286,15,295
286,16,289.77
286,17,308.89
286,18,308.95
286,19,294.91
286,20,299.48
286,21,308.73
286,22,288.54
286,23,280.74
286,24,294.71
286,25,376.62
286,26,376.68
286,27,334.01
286,28,332.15
286,29,301.88
