"Customers","Products","Periods","DemandPeriods"
227,4,7,248
227,4,8,295
227,4,9,336
227,4,10,385
228,1,1,12
228,1,2,24
228,1,3,32
228,1,4,43
228,1,5,61
228,1,6,69
228,1,7,79
228,1,8,85
228,1,9,99
228,1,10,110
228,2,1,7
228,2,2,14
228,2,3,26
228,2,4,32
228,2,5,34
228,2,6,43
228,2,7,50
228,2,8,63
228,2,9,71
228,2,10,76
228,3,1,37
228,3,2,87
228,3,3,127
228,3,4,143
228,3,5,183
228,3,6,262
228,3,7,276
228,3,8,321
228,3,9,376
228,3,10,411
228,4,1,5
228,4,2,10
228,4,3,17
228,4,4,24
228,4,5,25
228,4,6,29
228,4,7,38
228,4,8,45
228,4,9,47
228,4,10,54
229,1,1,20
229,1,2,39
229,1,3,56
229,1,4,80
229,1,5,103
229,1,6,129
229,1,7,149
229,1,8,160
229,1,9,187
229,1,10,201
229,2,1,16
229,2,2,31
229,2,3,39
229,2,4,55
229,2,5,67
229,2,6,88
229,2,7,97
229,2,8,120
229,2,9,130
229,2,10,146
229,3,1,137
229,3,2,247
229,3,3,366
229,3,4,413
229,3,5,633
229,3,6,710
229,3,7,874
229,3,8,934
229,3,9,1093
229,3,10,1192
229,4,1,13
229,4,2,35
229,4,3,51
229,4,4,60
229,4,5,67
229,4,6,95
229,4,7,103
229,4,8,117
229,4,9,142
229,4,10,152
230,1,1,61
230,1,2,108
230,1,3,166
230,1,4,209
230,1,5,258
230,1,6,305
230,1,7,360
230,1,8,425
230,1,9,472
230,1,10,522
230,2,1,13
230,2,2,22
230,2,3,42
230,2,4,49
230,2,5,72
230,2,6,85
230,2,7,97
230,2,8,100
230,2,9,114
230,2,10,130
230,3,1,244
230,3,2,558
230,3,3,881
230,3,4,1316
230,3,5,1440
230,3,6,1616
230,3,7,2088
230,3,8,2405
230,3,9,2556
230,3,10,2946
230,4,1,21
230,4,2,50
230,4,3,86
230,4,4,112
230,4,5,130
230,4,6,166
230,4,7,172
230,4,8,211
230,4,9,232
230,4,10,257
231,1,1,8
231,1,2,14
231,1,3,25
231,1,4,27
231,1,5,42
231,1,6,49
231,1,7,57
231,1,8,62
231,1,9,67
231,1,10,77
231,2,1,5
231,2,2,11
231,2,3,16
231,2,4,22
231,2,5,25
231,2,6,32
231,2,7,41
231,2,8,46
231,2,9,50
231,2,10,56
231,3,1,58
231,3,2,135
231,3,3,201
231,3,4,224
231,3,5,282
231,3,6,350
231,3,7,386
231,3,8,457
231,3,9,530
231,3,10,578
231,4,1,6
231,4,2,16
231,4,3,24
231,4,4,28
231,4,5,37
231,4,6,43
231,4,7,53
231,4,8,62
231,4,9,68
231,4,10,73
232,1,1,80
232,1,2,137
232,1,3,203
232,1,4,307
232,1,5,321
232,1,6,404
232,1,7,471
232,1,8,520
232,1,9,617
232,1,10,674
232,2,1,40
232,2,2,82
232,2,3,123
232,2,4,183
232,2,5,220
232,2,6,307
232,2,7,358
232,2,8,403
232,2,9,452
232,2,10,484
232,3,1,348
232,3,2,516
232,3,3,844
232,3,4,1263
232,3,5,1471
232,3,6,1811
232,3,7,2306
232,3,8,2581
232,3,9,2820
232,3,10,3124
232,4,1,51
232,4,2,120
232,4,3,176
232,4,4,226
232,4,5,302
232,4,6,405
232,4,7,422
232,4,8,484
232,4,9,543
232,4,10,626
233,1,1,6
233,1,2,14
233,1,3,18
233,1,4,28
233,1,5,29
233,1,6,41
233,1,7,48
233,1,8,51
233,1,9,59
233,1,10,66
233,2,1,4
233,2,2,9
233,2,3,14
233,2,4,17
233,2,5,20
233,2,6,27
233,2,7,29
233,2,8,35
233,2,9,38
233,2,10,43
233,3,1,42
233,3,2,62
233,3,3,121
233,3,4,144
233,3,5,201
233,3,6,218
233,3,7,260
233,3,8,311
233,3,9,326
233,3,10,370
233,4,1,2
233,4,2,3
233,4,3,7
233,4,4,8
233,4,5,10
233,4,6,12
233,4,7,14
233,4,8,17
233,4,9,18
233,4,10,20
234,1,1,107
234,1,2,296
234,1,3,381
234,1,4,553
234,1,5,644
234,1,6,719
234,1,7,935
234,1,8,1049
234,1,9,1210
234,1,10,1296
234,2,1,127
234,2,2,221
234,2,3,289
234,2,4,434
234,2,5,569
234,2,6,590
234,2,7,738
234,2,8,842
234,2,9,956
234,2,10,1073
234,3,1,926
234,3,2,1744
234,3,3,2107
234,3,4,2812
234,3,5,4465
234,3,6,4782
234,3,7,6018
234,3,8,6237
234,3,9,7541
234,3,10,8124
234,4,1,206
234,4,2,358
234,4,3,518
234,4,4,779
234,4,5,837
234,4,6,1113
234,4,7,1138
234,4,8,1417
234,4,9,1551
234,4,10,1760
235,1,1,523
235,1,2,1031
235,1,3,1725
235,1,4,2264
235,1,5,2509
235,1,6,3119
235,1,7,3766
235,1,8,4424
235,1,9,5058
235,1,10,5631
235,2,1,377
235,2,2,730
235,2,3,1094
235,2,4,1594
235,2,5,2301
235,2,6,2442
235,2,7,2910
235,2,8,3602
235,2,9,3830
235,2,10,4297
235,3,1,2328
235,3,2,4601
235,3,3,8294
235,3,4,10637
235,3,5,12851
235,3,6,14316
235,3,7,17390
235,3,8,20342
235,3,9,24188
235,3,10,25947
235,4,1,499
235,4,2,742
235,4,3,1213
235,4,4,1995
235,4,5,2415
235,4,6,2684
235,4,7,2937
235,4,8,3567
235,4,9,3911
235,4,10,4462
236,1,1,21
236,1,2,44
236,1,3,65
236,1,4,72
236,1,5,100
236,1,6,114
236,1,7,138
236,1,8,162
236,1,9,182
236,1,10,207
236,2,1,13
236,2,2,24
236,2,3,39
236,2,4,63
236,2,5,70
236,2,6,80
236,2,7,94
236,2,8,112
236,2,9,133
236,2,10,145
236,3,1,60
236,3,2,145
236,3,3,241
236,3,4,277
236,3,5,325
236,3,6,442
236,3,7,470
236,3,8,543
236,3,9,632
236,3,10,720
236,4,1,16
236,4,2,37
236,4,3,51
236,4,4,73
236,4,5,81
236,4,6,100
236,4,7,115
236,4,8,124
236,4,9,153
236,4,10,164
237,1,1,7
237,1,2,15
237,1,3,19
237,1,4,22
237,1,5,33
237,1,6,36
237,1,7,45
237,1,8,55
237,1,9,59
237,1,10,65
237,2,1,4
237,2,2,10
237,2,3,14
237,2,4,19
237,2,5,26
237,2,6,28
237,2,7,31
237,2,8,38
237,2,9,41
237,2,10,47
237,3,1,18
237,3,2,32
237,3,3,51
237,3,4,85
237,3,5,86
237,3,6,114
237,3,7,142
237,3,8,158
237,3,9,177
237,3,10,190
237,4,1,2
237,4,2,4
237,4,3,6
237,4,4,8
237,4,5,10
237,4,6,11
237,4,7,14
237,4,8,16
237,4,9,17
237,4,10,19
238,1,1,208
238,1,2,477
238,1,3,671
238,1,4,826
238,1,5,1227
238,1,6,1479
238,1,7,1598
238,1,8,1823
238,1,9,2022
238,1,10,2293
238,2,1,220
238,2,2,411
238,2,3,623
238,2,4,717
238,2,5,977
238,2,6,1044
238,2,7,1277
238,2,8,1501
238,2,9,1723
238,2,10,1866
238,3,1,1860
238,3,2,3294
238,3,3,5506
238,3,4,7522
238,3,5,9311
238,3,6,9455
238,3,7,12105
238,3,8,14052
238,3,9,15035
238,3,10,16903
238,4,1,170
238,4,2,438
238,4,3,705
238,4,4,717
238,4,5,1126
238,4,6,1217
238,4,7,1362
238,4,8,1695
238,4,9,1784
238,4,10,2043
239,1,1,103
239,1,2,163
239,1,3,251
239,1,4,408
239,1,5,554
239,1,6,603
239,1,7,674
239,1,8,808
239,1,9,925
239,1,10,992
239,2,1,92
239,2,2,204
239,2,3,257
239,2,4,384
239,2,5,504
239,2,6,611
239,2,7,622
239,2,8,765
239,2,9,876
239,2,10,952
239,3,1,498
239,3,2,981
239,3,3,1564
239,3,4,2035
239,3,5,2594
239,3,6,2973
239,3,7,3473
239,3,8,3995
239,3,9,4486
239,3,10,5019
239,4,1,49
239,4,2,77
239,4,3,143
239,4,4,187
239,4,5,215
239,4,6,247
239,4,7,291
239,4,8,315
239,4,9,369
239,4,10,418
240,1,1,28
240,1,2,44
240,1,3,80
240,1,4,103
240,1,5,134
240,1,6,176
240,1,7,199
240,1,8,202
240,1,9,246
240,1,10,268
240,2,1,10
240,2,2,16
240,2,3,32
240,2,4,41
240,2,5,44
240,2,6,61
240,2,7,64
240,2,8,74
240,2,9,87
240,2,10,94
240,3,1,46
240,3,2,121
240,3,3,187
240,3,4,192
240,3,5,290
240,3,6,320
240,3,7,385
240,3,8,428
240,3,9,484
240,3,10,555
240,4,1,5
240,4,2,15
240,4,3,22
240,4,4,29
240,4,5,34
240,4,6,37
240,4,7,48
240,4,8,48
240,4,9,56
240,4,10,64
241,1,1,135
241,1,2,322
241,1,3,438
241,1,4,604
241,1,5,847
241,1,6,889
241,1,7,1098
241,1,8,1233
241,1,9,1433
241,1,10,1608
241,2,1,153
241,2,2,340
241,2,3,468
241,2,4,621
241,2,5,855
241,2,6,1022
241,2,7,1235
241,2,8,1350
241,2,9,1573
241,2,10,1726
241,3,1,736
241,3,2,1801
241,3,3,2545
241,3,4,3064
241,3,5,3786
241,3,6,5172
241,3,7,6130
241,3,8,6648
241,3,9,7739
241,3,10,8479
241,4,1,105
241,4,2,165
241,4,3,286
241,4,4,389
241,4,5,461
241,4,6,499
241,4,7,619
241,4,8,734
241,4,9,759
241,4,10,872
242,1,1,3540
242,1,2,8992
242,1,3,11466
242,1,4,16488
242,1,5,21775
242,1,6,24105
242,1,7,26696
242,1,8,32363
242,1,9,34909
242,1,10,39742
242,2,1,3409
242,2,2,6241
242,2,3,8297
242,2,4,10703
242,2,5,14886
242,2,6,18024
242,2,7,19340
242,2,8,22798
242,2,9,26303
242,2,10,29930
242,3,1,27871
242,3,2,56663
242,3,3,89637
242,3,4,129168
242,3,5,169721
242,3,6,201695
242,3,7,211311
242,3,8,276296
242,3,9,304938
242,3,10,326453
242,4,1,2586
242,4,2,5352
242,4,3,7548
242,4,4,11809
242,4,5,14363
242,4,6,17171
242,4,7,19192
242,4,8,23051
242,4,9,25480
242,4,10,28898
243,1,1,395
243,1,2,792
243,1,3,1084
243,1,4,1408
243,1,5,1951
243,1,6,2021
243,1,7,2341
243,1,8,3016
243,1,9,3211
243,1,10,3568
243,2,1,234
243,2,2,472
243,2,3,896
243,2,4,1128
243,2,5,1489
243,2,6,1725
243,2,7,1868
243,2,8,2088
243,2,9,2486
243,2,10,2715
243,3,1,1535
243,3,2,2520
243,3,3,4632
243,3,4,5958
243,3,5,7044
243,3,6,9349
243,3,7,11030
243,3,8,11397
243,3,9,13007
243,3,10,14723
243,4,1,212
243,4,2,432
243,4,3,716
243,4,4,877
243,4,5,1023
243,4,6,1295
243,4,7,1640
243,4,8,1892
243,4,9,2032
243,4,10,2316
244,1,1,3479
244,1,2,6027
244,1,3,10783
244,1,4,14399
244,1,5,14141
244,1,6,19934
244,1,7,20749
244,1,8,26167
244,1,9,28778
244,1,10,32124
244,2,1,2407
244,2,2,5754
244,2,3,8189
244,2,4,10346
244,2,5,14847
244,2,6,17299
244,2,7,18224
244,2,8,22402
244,2,9,23658
244,2,10,26919
244,3,1,11649
244,3,2,24281
244,3,3,37469
244,3,4,51335
244,3,5,74830
244,3,6,82081
244,3,7,96316
244,3,8,109581
244,3,9,127144
244,3,10,137246
244,4,1,3683
244,4,2,7327
244,4,3,10879
244,4,4,14242
244,4,5,20520
244,4,6,23290
244,4,7,26070
244,4,8,27726
244,4,9,32945
244,4,10,36834
245,1,1,710
245,1,2,1255
245,1,3,2008
245,1,4,2567
245,1,5,3245
245,1,6,3878
245,1,7,4259
245,1,8,5160
245,1,9,5671
245,1,10,6332
245,2,1,527
245,2,2,1146
245,2,3,1534
245,2,4,1878
245,2,5,2647
245,2,6,3163
245,2,7,3150
245,2,8,3814
245,2,9,4476
245,2,10,4859
245,3,1,5055
245,3,2,9733
245,3,3,12308
245,3,4,19799
245,3,5,22188
245,3,6,29298
245,3,7,29678
245,3,8,36868
245,3,9,39912
245,3,10,46019
245,4,1,318
245,4,2,718
245,4,3,1045
245,4,4,1233
245,4,5,1463
245,4,6,1889
245,4,7,2404
245,4,8,2658
245,4,9,2941
245,4,10,3203
246,1,1,977
246,1,2,1663
246,1,3,2411
246,1,4,3150
246,1,5,4405
246,1,6,5212
246,1,7,5901
246,1,8,6635
246,1,9,7137
246,1,10,8235
246,2,1,1010
246,2,2,1982
246,2,3,2286
246,2,4,3794
246,2,5,3912
246,2,6,5721
246,2,7,5949
246,2,8,7298
246,2,9,7937
246,2,10,8713
246,3,1,5463
246,3,2,9453
246,3,3,17576
246,3,4,22641
246,3,5,25798
246,3,6,33189
246,3,7,39232
246,3,8,45379
246,3,9,47977
246,3,10,54952
246,4,1,1080
246,4,2,2027
246,4,3,2678
246,4,4,4189
246,4,5,5309
246,4,6,6692
246,4,7,6644
246,4,8,7766
246,4,9,9348
246,4,10,10247
247,1,1,1950
247,1,2,4032
247,1,3,6019
247,1,4,8815
247,1,5,10862
247,1,6,12384
247,1,7,14494
247,1,8,14724
247,1,9,17231
247,1,10,19416
247,2,1,611
247,2,2,1323
247,2,3,2306
247,2,4,2320
247,2,5,3249
247,2,6,4106
247,2,7,4718
247,2,8,5517
247,2,9,6125
247,2,10,6731
247,3,1,9132
247,3,2,17200
247,3,3,29438
247,3,4,29695
247,3,5,40865
247,3,6,53597
247,3,7,60486
247,3,8,70451
247,3,9,77402
247,3,10,85533
247,4,1,995
247,4,2,2526
247,4,3,3585
247,4,4,3975
247,4,5,5362
247,4,6,7058
247,4,7,7383
247,4,8,9093
247,4,9,9699
247,4,10,10740
248,1,1,2430
248,1,2,4961
248,1,3,6699
248,1,4,9489
248,1,5,9543
248,1,6,13385
248,1,7,15497
248,1,8,16225
248,1,9,19709
248,1,10,21081
248,2,1,1068
248,2,2,2709
248,2,3,3036
248,2,4,4881
248,2,5,5816
248,2,6,6623
248,2,7,8772
248,2,8,8920
248,2,9,10478
248,2,10,11618
248,3,1,6658
248,3,2,16145
248,3,3,24813
248,3,4,29188
248,3,5,41129
248,3,6,43181
248,3,7,52178
248,3,8,61600
248,3,9,74542
248,3,10,79681
248,4,1,1486
248,4,2,2467
248,4,3,4202
248,4,4,6066
248,4,5,5978
248,4,6,7590
248,4,7,9910
248,4,8,10513
248,4,9,11719
248,4,10,13308
249,1,1,2037
249,1,2,5085
249,1,3,6550
249,1,4,8370
249,1,5,11156
249,1,6,13819
249,1,7,16593
249,1,8,18522
249,1,9,22671
249,1,10,24251
249,2,1,1808
249,2,2,4445
249,2,3,4931
249,2,4,7165
249,2,5,9888
249,2,6,11603
249,2,7,12669
249,2,8,14419
249,2,9,17232
249,2,10,18961
249,3,1,16331
249,3,2,38900
249,3,3,58445
249,3,4,78009
249,3,5,107747
249,3,6,123200
249,3,7,145311
249,3,8,163248
249,3,9,174944
249,3,10,193327
249,4,1,1779
249,4,2,4447
249,4,3,6972
249,4,4,8412
249,4,5,10080
249,4,6,11419
249,4,7,13950
249,4,8,15465
249,4,9,18623
249,4,10,20091
250,1,1,1295
250,1,2,3533
250,1,3,5196
250,1,4,6165
250,1,5,8356
250,1,6,9892
250,1,7,9921
250,1,8,11886
250,1,9,13258
250,1,10,15218
250,2,1,837
250,2,2,1759
250,2,3,2303
250,2,4,3222
250,2,5,4645
250,2,6,5665
250,2,7,6577
250,2,8,7029
250,2,9,8159
250,2,10,9137
250,3,1,8974
250,3,2,16672
250,3,3,26346
250,3,4,32001
250,3,5,40561
250,3,6,44522
250,3,7,53039
250,3,8,64506
250,3,9,73858
250,3,10,82358
250,4,1,759
250,4,2,1625
250,4,3,2643
250,4,4,3248
250,4,5,4346
250,4,6,5250
250,4,7,5397
250,4,8,6886
250,4,9,7501
250,4,10,8229
251,1,1,655
251,1,2,1157
251,1,3,1754
251,1,4,2966
251,1,5,3088
251,1,6,3900
251,1,7,4686
251,1,8,5411
251,1,9,6183
251,1,10,6788
251,2,1,528
251,2,2,866
251,2,3,1266
251,2,4,1774
251,2,5,2244
251,2,6,2975
251,2,7,3124
251,2,8,3550
251,2,9,4039
251,2,10,4565
251,3,1,1514
251,3,2,3372
251,3,3,4864
251,3,4,5741
251,3,5,6932
251,3,6,8136
251,3,7,9788
251,3,8,11010
251,3,9,13037
251,3,10,14508
251,4,1,328
251,4,2,797
251,4,3,1099
251,4,4,1453
251,4,5,1867
251,4,6,1936
251,4,7,2501
251,4,8,2823
251,4,9,3091
251,4,10,3438
252,1,1,1255
252,1,2,1943
252,1,3,3476
252,1,4,5108
252,1,5,5031
252,1,6,7274
252,1,7,7612
252,1,8,9081
252,1,9,10468
252,1,10,11282
252,2,1,1449
252,2,2,2751
252,2,3,4287
252,2,4,4867
252,2,5,6330
252,2,6,7516
252,2,7,9039
252,2,8,10588
252,2,9,11820
252,2,10,13613
252,3,1,3732
252,3,2,10012
252,3,3,12813
252,3,4,17672
252,3,5,21763
252,3,6,24752
252,3,7,32993
252,3,8,34383
252,3,9,39496
252,3,10,44540
252,4,1,1587
252,4,2,3026
252,4,3,5259
252,4,4,8000
252,4,5,9607
252,4,6,10565
252,4,7,13168
252,4,8,15420
252,4,9,16648
252,4,10,18227
253,1,1,2457
253,1,2,5162
253,1,3,6331
253,1,4,9322
253,1,5,11823
253,1,6,13369
253,1,7,16754
253,1,8,17174
253,1,9,20416
253,1,10,22571
253,2,1,1344
253,2,2,2349
253,2,3,3590
253,2,4,4391
253,2,5,5794
253,2,6,7651
253,2,7,8645
253,2,8,9915
253,2,9,11288
253,2,10,12683
253,3,1,12668
253,3,2,21175
253,3,3,38427
253,3,4,47570
253,3,5,71242
253,3,6,76430
253,3,7,92327
253,3,8,100361
253,3,9,117987
253,3,10,127467
253,4,1,2394
253,4,2,4685
253,4,3,5414
253,4,4,9128
253,4,5,10628
253,4,6,11541
253,4,7,14529
253,4,8,15701
253,4,9,17979
253,4,10,20377
254,1,1,1109
254,1,2,2213
254,1,3,3534
254,1,4,4541
254,1,5,5363
254,1,6,6709
254,1,7,6638
254,1,8,7905
254,1,9,9331
254,1,10,10301
254,2,1,864
254,2,2,1840
254,2,3,3180
254,2,4,3765
254,2,5,5058
254,2,6,6578
254,2,7,7117
254,2,8,8334
254,2,9,9347
254,2,10,10208
254,3,1,6042
254,3,2,10225
254,3,3,13041
254,3,4,20577
254,3,5,26222
254,3,6,29864
254,3,7,37615
254,3,8,42185
254,3,9,46662
254,3,10,50844
254,4,1,842
254,4,2,1386
254,4,3,2243
254,4,4,3446
254,4,5,3780
254,4,6,4216
254,4,7,5422
254,4,8,6534
254,4,9,6820
254,4,10,7770
255,1,1,52
255,1,2,94
255,1,3,145
255,1,4,209
255,1,5,265
255,1,6,337
255,1,7,348
255,1,8,440
255,1,9,468
255,1,10,530
255,2,1,65
255,2,2,122
255,2,3,159
255,2,4,258
255,2,5,293
255,2,6,352
255,2,7,394
255,2,8,441
255,2,9,534
255,2,10,584
255,3,1,501
255,3,2,977
255,3,3,1876
255,3,4,2428
255,3,5,3001
255,3,6,3153
255,3,7,3565
255,3,8,4618
255,3,9,5138
255,3,10,5514
255,4,1,90
255,4,2,194
255,4,3,348
255,4,4,380
255,4,5,575
255,4,6,613
255,4,7,724
255,4,8,799
255,4,9,921
255,4,10,1033
256,1,1,460
256,1,2,1096
256,1,3,1400
256,1,4,1911
256,1,5,2688
256,1,6,2793
256,1,7,3804
256,1,8,3986
256,1,9,4676
256,1,10,5151
256,2,1,247
256,2,2,435
256,2,3,689
256,2,4,880
256,2,5,1319
256,2,6,1551
256,2,7,1625
256,2,8,2018
256,2,9,2221
256,2,10,2504
256,3,1,1566
256,3,2,4138
256,3,3,5559
256,3,4,6815
256,3,5,8751
256,3,6,10197
256,3,7,12659
256,3,8,14632
256,3,9,16379
256,3,10,17764
256,4,1,98
256,4,2,162
256,4,3,262
256,4,4,353
256,4,5,450
256,4,6,525
256,4,7,631
256,4,8,797
256,4,9,840
256,4,10,969
257,1,1,297
257,1,2,619
257,1,3,723
257,1,4,1143
257,1,5,1571
257,1,6,1749
257,1,7,2119
257,1,8,2305
257,1,9,2583
257,1,10,2852
257,2,1,189
257,2,2,382
257,2,3,655
257,2,4,814
257,2,5,1109
257,2,6,1173
257,2,7,1502
257,2,8,1604
257,2,9,1720
257,2,10,1987
257,3,1,1483
257,3,2,3476
257,3,3,5040
257,3,4,6392
257,3,5,6782
257,3,6,8347
257,3,7,11107
257,3,8,11354
257,3,9,13134
257,3,10,15044
257,4,1,114
257,4,2,260
257,4,3,402
257,4,4,452
257,4,5,642
257,4,6,782
257,4,7,933
257,4,8,1032
257,4,9,1140
257,4,10,1279
258,1,1,263
258,1,2,553
258,1,3,999
258,1,4,1113
258,1,5,1488
258,1,6,1733
258,1,7,2219
258,1,8,2671
258,1,9,2865
258,1,10,3179
258,2,1,190
258,2,2,375
258,2,3,586
258,2,4,767
258,2,5,927
258,2,6,1227
258,2,7,1438
258,2,8,1571
258,2,9,1811
258,2,10,1952
258,3,1,1427
258,3,2,2953
258,3,3,3848
258,3,4,5523
258,3,5,6617
258,3,6,7462
258,3,7,8807
258,3,8,10154
258,3,9,11746
258,3,10,13453
258,4,1,158
258,4,2,387
258,4,3,443
258,4,4,729
258,4,5,856
258,4,6,935
258,4,7,1118
258,4,8,1337
258,4,9,1548
258,4,10,1668
259,1,1,936
259,1,2,2422
259,1,3,3504
259,1,4,4045
259,1,5,5311
259,1,6,6879
259,1,7,8131
259,1,8,8637
259,1,9,9436
259,1,10,10777
259,2,1,491
259,2,2,873
259,2,3,1373
259,2,4,1775
259,2,5,2181
259,2,6,2419
259,2,7,2842
259,2,8,3359
259,2,9,3661
259,2,10,4108
259,3,1,2232
259,3,2,3284
259,3,3,6254
259,3,4,7656
259,3,5,9557
259,3,6,12201
259,3,7,13508
259,3,8,16111
259,3,9,17316
259,3,10,19284
259,4,1,185
259,4,2,261
259,4,3,416
259,4,4,637
259,4,5,782
259,4,6,867
259,4,7,1154
259,4,8,1300
259,4,9,1470
259,4,10,1586
260,1,1,1181
260,1,2,1781
260,1,3,2944
260,1,4,4590
260,1,5,6031
260,1,6,6373
260,1,7,7586
260,1,8,8862
260,1,9,9633
260,1,10,10793
260,2,1,436
260,2,2,846
260,2,3,1231
260,2,4,1723
260,2,5,2133
260,2,6,2346
260,2,7,3154
260,2,8,3486
260,2,9,3775
260,2,10,4253
260,3,1,5629
260,3,2,11663
260,3,3,18461
260,3,4,23387
260,3,5,29195
260,3,6,38038
260,3,7,44912
260,3,8,46816
260,3,9,55060
260,3,10,60293
260,4,1,407
260,4,2,865
260,4,3,1143
260,4,4,1447
260,4,5,1874
260,4,6,2062
260,4,7,2481
260,4,8,3085
260,4,9,3375
260,4,10,3704
261,1,1,1217
261,1,2,2217
261,1,3,3734
261,1,4,4444
261,1,5,5609
261,1,6,6624
261,1,7,7954
261,1,8,9125
261,1,9,10152
261,1,10,11050
261,2,1,560
261,2,2,1530
261,2,3,2188
261,2,4,2547
261,2,5,3582
261,2,6,4107
261,2,7,4746
261,2,8,5474
261,2,9,6255
261,2,10,6794
261,3,1,5150
261,3,2,9984
261,3,3,15046
261,3,4,18408
261,3,5,21418
261,3,6,28418
261,3,7,29044
261,3,8,34897
261,3,9,38138
261,3,10,43919
261,4,1,232
261,4,2,574
261,4,3,884
261,4,4,1321
261,4,5,1455
261,4,6,1578
261,4,7,2037
261,4,8,2261
261,4,9,2616
261,4,10,2898
262,1,1,511
262,1,2,1080
262,1,3,1305
262,1,4,2083
262,1,5,2806
262,1,6,3217
262,1,7,3735
262,1,8,4229
262,1,9,4572
262,1,10,5136
262,2,1,828
262,2,2,2213
262,2,3,2669
262,2,4,3298
262,2,5,4939
262,2,6,5165
262,2,7,6721
262,2,8,7416
262,2,9,8748
262,2,10,9532
262,3,1,1259
262,3,2,2083
262,3,3,3669
262,3,4,4599
262,3,5,6860
262,3,6,7856
262,3,7,8669
262,3,8,9432
262,3,9,10901
262,3,10,12485
262,4,1,1228
262,4,2,2208
262,4,3,3210
262,4,4,3933
262,4,5,5002
262,4,6,6058
262,4,7,7323
262,4,8,9036
262,4,9,9724
262,4,10,10738
263,1,1,744
263,1,2,1305
263,1,3,2527
263,1,4,2751
263,1,5,4005
263,1,6,4846
263,1,7,5859
263,1,8,6035
263,1,9,6986
263,1,10,7852
263,2,1,446
263,2,2,1018
263,2,3,1669
263,2,4,2216
263,2,5,2685
263,2,6,3028
263,2,7,3871
263,2,8,4337
263,2,9,4976
263,2,10,5343
263,3,1,4079
263,3,2,5949
263,3,3,9200
263,3,4,15487
263,3,5,18044
263,3,6,22546
263,3,7,22801
263,3,8,26461
263,3,9,31143
263,3,10,34972
263,4,1,328
263,4,2,878
263,4,3,1295
263,4,4,1687
263,4,5,2010
263,4,6,2493
263,4,7,2546
263,4,8,2885
263,4,9,3470
263,4,10,3815
264,1,1,514
264,1,2,885
264,1,3,1200
264,1,4,1928
264,1,5,2148
264,1,6,2415
264,1,7,3072
264,1,8,3451
264,1,9,3960
264,1,10,4294
264,2,1,164
264,2,2,284
264,2,3,439
264,2,4,580
264,2,5,735
264,2,6,868
264,2,7,1028
264,2,8,1123
264,2,9,1289
264,2,10,1444
264,3,1,963
264,3,2,2082
264,3,3,3052
264,3,4,4620
264,3,5,5406
264,3,6,6150
264,3,7,7852
264,3,8,8795
264,3,9,9348
264,3,10,10794
264,4,1,116
264,4,2,238
264,4,3,358
264,4,4,485
264,4,5,518
264,4,6,703
264,4,7,742
264,4,8,860
264,4,9,986
264,4,10,1106
265,1,1,362
265,1,2,908
265,1,3,1285
265,1,4,1976
265,1,5,2346
265,1,6,2701
265,1,7,2936
265,1,8,3707
265,1,9,3933
265,1,10,4379
265,2,1,341
265,2,2,726
265,2,3,1007
265,2,4,1133
265,2,5,1718
265,2,6,1791
265,2,7,2180
265,2,8,2460
265,2,9,2740
265,2,10,3166
265,3,1,1178
265,3,2,2729
265,3,3,3684
265,3,4,5270
265,3,5,5678
265,3,6,7414
265,3,7,8515
265,3,8,10361
265,3,9,10991
265,3,10,12668
265,4,1,284
265,4,2,455
265,4,3,615
265,4,4,875
265,4,5,1207
265,4,6,1421
265,4,7,1723
265,4,8,1900
265,4,9,2258
265,4,10,2434
266,1,1,1094
266,1,2,2077
266,1,3,4334
266,1,4,5604
266,1,5,7022
266,1,6,7716
266,1,7,8263
266,1,8,9852
266,1,9,11531
266,1,10,12547
266,2,1,929
266,2,2,1931
266,2,3,2711
266,2,4,3310
266,2,5,4607
266,2,6,5117
266,2,7,6774
266,2,8,7845
266,2,9,8067
266,2,10,9288
266,3,1,13843
266,3,2,29111
266,3,3,35259
266,3,4,50399
266,3,5,64937
266,3,6,76041
266,3,7,86953
266,3,8,112900
266,3,9,120113
266,3,10,134942
266,4,1,1909
266,4,2,3344
266,4,3,4605
266,4,4,6862
266,4,5,7901
266,4,6,10627
266,4,7,11133
266,4,8,13563
266,4,9,15027
266,4,10,16104
267,1,1,1651
267,1,2,3650
267,1,3,5312
267,1,4,5940
267,1,5,7557
267,1,6,10115
267,1,7,11925
267,1,8,12361
267,1,9,13849
267,1,10,16022
267,2,1,939
267,2,2,1920
267,2,3,2717
267,2,4,4009
267,2,5,5015
267,2,6,6076
267,2,7,6694
267,2,8,7313
267,2,9,8644
267,2,10,9278
267,3,1,6605
267,3,2,10288
267,3,3,16970
267,3,4,21982
267,3,5,30979
267,3,6,34881
267,3,7,38739
267,3,8,48339
267,3,9,49573
267,3,10,57077
267,4,1,847
267,4,2,1693
267,4,3,2232
267,4,4,3064
267,4,5,4151
267,4,6,5408
267,4,7,5959
267,4,8,6518
267,4,9,7639
267,4,10,8348
268,1,1,526
268,1,2,1273
268,1,3,1567
268,1,4,2513
268,1,5,3063
268,1,6,3239
268,1,7,4193
268,1,8,4463
268,1,9,4929
268,1,10,5557
268,2,1,416
268,2,2,824
268,2,3,1206
268,2,4,1715
268,2,5,2069
