"Candidates","Suppliers","CostCandidateSupplier"
241,30,0.061216
241,31,0.248558
241,32,0.22307
241,33,0.141538
241,34,0.289944
241,35,0.067092
241,36,0.058915
241,37,0.208138
241,38,0.037368
241,39,0.359698
241,40,0.06522
241,41,0.240523
241,42,0.217699
241,43,0.065764
241,44,0.238954
241,45,0.204034
241,46,0.045865
241,47,0.151963
241,48,0.020727
241,49,0.030139
241,50,0.228139
241,51,0.185558
241,52,0.069493
241,53,0.279288
242,1,0.075961
242,2,0.026411
242,3,0.228197
242,4,0.230198
242,5,0.065405
242,6,0.087883
242,7,0.045103
242,8,0.17195
242,9,0.030495
242,10,0.028612
242,11,0.010138
242,12,0.284458
242,13,0.296395
242,14,0.276624
242,15,0.153706
242,16,0.035783
242,17,0.124906
242,18,0.172843
242,19,0.185054
242,20,0.181397
242,21,0.033825
242,22,0.1224
242,23,0.035209
242,24,0.129269
242,25,0.155074
242,26,0.039868
242,27,0.017579
242,28,0.012547
242,29,0.168293
242,30,0.007507
242,31,0.094291
242,32,0.124531
242,33,0.331099
242,34,0.248141
242,35,0.025182
242,36,0.021079
242,37,0.094219
242,38,0.285235
242,39,0.08316
242,40,0.000536
242,41,0.031493
242,42,0.043013
242,43,0.019207
242,44,0.069667
242,45,0.148781
242,46,0.061771
242,47,0.262829
242,48,0.076916
242,49,0.27576
242,50,0.077443
242,51,0.119851
242,52,0.027583
242,53,0.049824
243,1,0.075795
243,2,0.026244
243,3,0.227549
243,4,0.236693
243,5,0.064757
243,6,0.094363
243,7,0.046772
243,8,0.178445
243,9,0.03216
243,10,0.030277
243,11,0.010726
243,12,0.290938
243,13,0.302875
243,14,0.283118
243,15,0.1602
243,16,0.037448
243,17,0.1314
243,18,0.179338
243,19,0.191534
243,20,0.187891
243,21,0.03549
243,22,0.12888
243,23,0.036878
243,24,0.135749
243,25,0.161568
243,26,0.041532
243,27,0.019244
243,28,0.014212
243,29,0.174773
243,30,0.009176
243,31,0.100786
243,32,0.131011
243,33,0.330451
243,34,0.247493
243,35,0.026851
243,36,0.022748
243,37,0.100714
243,38,0.29173
243,39,0.089654
243,40,0.002024
243,41,0.037987
243,42,0.049507
243,43,0.020872
243,44,0.076147
243,45,0.155261
243,46,0.063436
243,47,0.269309
243,48,0.078581
243,49,0.282254
243,50,0.083923
243,51,0.126346
243,52,0.029249
243,53,0.056318
244,1,0.07477
244,2,0.025219
244,3,0.223546
244,4,0.225562
244,5,0.060754
244,6,0.101794
244,7,0.043912
244,8,0.167314
244,9,0.0293
244,10,0.027417
244,11,0.012069
244,12,0.279806
244,13,0.291744
244,14,0.271987
244,15,0.149069
244,16,0.034588
244,17,0.120269
244,18,0.168206
244,19,0.180403
244,20,0.17676
244,21,0.032634
244,22,0.117749
244,23,0.034018
244,24,0.124618
244,25,0.150437
244,26,0.038672
244,27,0.016384
244,28,0.011352
244,29,0.163642
244,30,0.006316
244,31,0.089654
244,32,0.119894
244,33,0.326462
244,34,0.24349
244,35,0.023991
244,36,0.019887
244,37,0.089582
244,38,0.280598
244,39,0.088142
244,40,0.001284
244,41,0.026856
244,42,0.038376
244,43,0.018012
244,44,0.065016
244,45,0.14413
244,46,0.060576
244,47,0.258178
244,48,0.07572
244,49,0.271123
244,50,0.072792
244,51,0.115214
244,52,0.026388
244,53,0.045187
245,1,0.07558
245,2,0.026029
245,3,0.226714
245,4,0.228715
245,5,0.063922
245,6,0.081418
245,7,0.044722
245,8,0.170467
245,9,0.030111
245,10,0.028231
245,11,0.011111
245,12,0.28296
245,13,0.294912
245,14,0.275141
245,15,0.152222
245,16,0.035398
245,17,0.123422
245,18,0.17136
245,19,0.183571
245,20,0.179914
245,21,0.033444
245,22,0.120917
245,23,0.034828
245,24,0.127786
245,25,0.15359
245,26,0.039486
245,27,0.017198
245,28,0.012162
245,29,0.16681
245,30,0.007126
245,31,0.092808
245,32,0.123048
245,33,0.329616
245,34,0.246658
245,35,0.024801
245,36,0.020698
245,37,0.092736
245,38,0.283752
245,39,0.082008
245,40,0.001939
245,41,0.03001
245,42,0.04153
245,43,0.018826
245,44,0.06817
245,45,0.147298
245,46,0.06139
245,47,0.261346
245,48,0.076531
245,49,0.274277
245,50,0.075946
245,51,0.118368
245,52,0.027202
245,53,0.039197
246,1,0.078436
246,2,0.028886
246,3,0.237816
246,4,0.239832
246,5,0.075024
246,6,0.076954
246,7,0.047578
246,8,0.18157
246,9,0.032967
246,10,0.031084
246,11,0.009668
246,12,0.294077
246,13,0.306014
246,14,0.286258
246,15,0.163339
246,16,0.038254
246,17,0.134539
246,18,0.182477
246,19,0.194674
246,20,0.19103
246,21,0.036297
246,22,0.132019
246,23,0.037685
246,24,0.138888
246,25,0.164707
246,26,0.042339
246,27,0.02005
246,28,0.015018
246,29,0.177912
246,30,0.009983
246,31,0.103925
246,32,0.13415
246,33,0.340733
246,34,0.25776
246,35,0.027657
246,36,0.023554
246,37,0.103853
246,38,0.294869
246,39,0.072202
246,40,0.00353
246,41,0.041126
246,42,0.052646
246,43,0.021678
246,44,0.079286
246,45,0.1584
246,46,0.064243
246,47,0.272448
246,48,0.079387
246,49,0.285379
246,50,0.087062
246,51,0.12947
246,52,0.030055
246,53,0.059458
247,1,0.082488
247,2,0.032937
247,3,0.253598
247,4,0.255658
247,5,0.090806
247,6,0.086213
247,7,0.051645
247,8,0.197395
247,9,0.037033
247,10,0.03515
247,11,0.006556
247,12,0.309902
247,13,0.32184
247,14,0.302083
247,15,0.179165
247,16,0.042321
247,17,0.150365
247,18,0.198302
247,19,0.210499
247,20,0.206856
247,21,0.040363
247,22,0.147845
247,23,0.041751
247,24,0.154714
247,25,0.180533
247,26,0.046405
247,27,0.024117
247,28,0.019085
247,29,0.193738
247,30,0.014049
247,31,0.11975
247,32,0.149976
247,33,0.356501
247,34,0.273542
247,35,0.031724
247,36,0.027621
247,37,0.119678
247,38,0.310694
247,39,0.083808
247,40,0.0076
247,41,0.056952
247,42,0.068472
247,43,0.025745
247,44,0.095112
247,45,0.174226
247,46,0.068309
247,47,0.288274
247,48,0.083453
247,49,0.301219
247,50,0.102888
247,51,0.145296
247,52,0.034121
247,53,0.075283
248,1,0.080864
248,2,0.031309
248,3,0.247262
248,4,0.249322
248,5,0.08447
248,6,0.09072
248,7,0.050017
248,8,0.191074
248,9,0.035405
248,10,0.033522
248,11,0.005572
248,12,0.303566
248,13,0.315518
248,14,0.295747
248,15,0.172829
248,16,0.040693
248,17,0.144029
248,18,0.191966
248,19,0.204163
248,20,0.20052
248,21,0.038739
248,22,0.141523
248,23,0.040123
248,24,0.148378
248,25,0.174197
248,26,0.044781
248,27,0.022489
248,28,0.017457
248,29,0.187402
248,30,0.012421
248,31,0.113414
248,32,0.143654
248,33,0.350165
248,34,0.267206
248,35,0.030096
248,36,0.025992
248,37,0.113342
248,38,0.304358
248,39,0.085162
248,40,0.005972
248,41,0.050616
248,42,0.062136
248,43,0.02412
248,44,0.088776
248,45,0.16789
248,46,0.066685
248,47,0.281952
248,48,0.081826
248,49,0.294883
248,50,0.096552
248,51,0.138974
248,52,0.032493
248,53,0.068947
249,1,0.080127
249,2,0.030577
249,3,0.244397
249,4,0.246456
249,5,0.081605
249,6,0.091037
249,7,0.04928
249,8,0.188208
249,9,0.034669
249,10,0.032789
249,11,0.006882
249,12,0.300715
249,13,0.312653
249,14,0.292882
249,15,0.169963
249,16,0.03996
249,17,0.141163
249,18,0.189101
249,19,0.201312
249,20,0.197654
249,21,0.038003
249,22,0.138658
249,23,0.039386
249,24,0.145526
249,25,0.171331
249,26,0.044045
249,27,0.021756
249,28,0.016724
249,29,0.18455
249,30,0.011685
249,31,0.110549
249,32,0.140789
249,33,0.347314
249,34,0.264341
249,35,0.029359
249,36,0.025256
249,37,0.110477
249,38,0.301493
249,39,0.08879
249,40,0.005235
249,41,0.04775
249,42,0.05927
249,43,0.023384
249,44,0.085925
249,45,0.165038
249,46,0.065949
249,47,0.279086
249,48,0.081089
249,49,0.292018
249,50,0.093686
249,51,0.136109
249,52,0.031761
249,53,0.066082
250,1,0.07888
250,2,0.02933
250,3,0.239558
250,4,0.243446
250,5,0.076766
250,6,0.092448
250,7,0.048507
250,8,0.185198
250,9,0.033896
250,10,0.032012
250,11,0.007248
250,12,0.297691
250,13,0.309643
250,14,0.289872
250,15,0.166954
250,16,0.039183
250,17,0.138154
250,18,0.186091
250,19,0.198288
250,20,0.194645
250,21,0.037229
250,22,0.135648
250,23,0.038613
250,24,0.142502
250,25,0.168322
250,26,0.043268
250,27,0.020979
250,28,0.015947
250,29,0.181526
250,30,0.010911
250,31,0.107539
250,32,0.137779
250,33,0.342461
250,34,0.259502
250,35,0.028586
250,36,0.024483
250,37,0.107467
250,38,0.298483
250,39,0.090202
250,40,0.004462
250,41,0.044741
250,42,0.056261
250,43,0.022607
250,44,0.082901
250,45,0.162014
250,46,0.065175
250,47,0.276077
250,48,0.080316
250,49,0.289008
250,50,0.090677
250,51,0.133099
250,52,0.030984
250,53,0.063072
251,1,0.077818
251,2,0.028268
251,3,0.235426
251,4,0.244829
251,5,0.072634
251,6,0.097114
251,7,0.048862
251,8,0.186566
251,9,0.034251
251,10,0.032368
251,11,0.009394
251,12,0.299074
251,13,0.311011
251,14,0.291254
251,15,0.168336
251,16,0.039538
251,17,0.139536
251,18,0.187474
251,19,0.19967
251,20,0.196013
251,21,0.037581
251,22,0.137016
251,23,0.038965
251,24,0.143885
251,25,0.16969
251,26,0.043623
251,27,0.021334
251,28,0.016302
251,29,0.182909
251,30,0.011266
251,31,0.108922
251,32,0.139147
251,33,0.338328
251,34,0.25537
251,35,0.028938
251,36,0.024834
251,37,0.108835
251,38,0.299866
251,39,0.092362
251,40,0.003896
251,41,0.046123
251,42,0.057643
251,43,0.022962
251,44,0.084283
251,45,0.163397
251,46,0.065527
251,47,0.277445
251,48,0.080671
251,49,0.290376
251,50,0.092059
251,51,0.134467
251,52,0.031339
251,53,0.064454
252,1,0.075387
252,2,0.025837
252,3,0.225965
252,4,0.240466
252,5,0.063173
252,6,0.09815
252,7,0.047745
252,8,0.182218
252,9,0.033133
252,10,0.03125
252,11,0.011081
252,12,0.294725
252,13,0.306662
252,14,0.286906
252,15,0.163987
252,16,0.038421
252,17,0.135187
252,18,0.183125
252,19,0.195322
252,20,0.191664
252,21,0.036463
252,22,0.132667
252,23,0.037847
252,24,0.139536
252,25,0.165341
252,26,0.042506
252,27,0.020217
252,28,0.015185
252,29,0.17856
252,30,0.010149
252,31,0.104573
252,32,0.134798
252,33,0.328867
252,34,0.245909
252,35,0.02782
252,36,0.023717
252,37,0.104486
252,38,0.295517
252,39,0.093427
252,40,0.002993
252,41,0.041774
252,42,0.049104
252,43,0.021845
252,44,0.079934
252,45,0.159048
252,46,0.06441
252,47,0.273096
252,48,0.079554
252,49,0.286027
252,50,0.08771
252,51,0.130118
252,52,0.030222
252,53,0.060106
253,1,0.075521
253,2,0.02597
253,3,0.226469
253,4,0.240984
253,5,0.063677
253,6,0.098654
253,7,0.047874
253,8,0.182736
253,9,0.033263
253,10,0.031383
253,11,0.010882
253,12,0.295229
253,13,0.307181
253,14,0.28741
253,15,0.164491
253,16,0.038554
253,17,0.135691
253,18,0.183629
253,19,0.19584
253,20,0.192182
253,21,0.036597
253,22,0.133186
253,23,0.037981
253,24,0.140054
253,25,0.165859
253,26,0.042639
253,27,0.02035
253,28,0.015314
253,29,0.179078
253,30,0.010279
253,31,0.105077
253,32,0.135317
253,33,0.329386
253,34,0.246413
253,35,0.027953
253,36,0.02385
253,37,0.105005
253,38,0.296021
253,39,0.093946
253,40,0.003126
253,41,0.042278
253,42,0.049608
253,43,0.021978
253,44,0.080438
253,45,0.159566
253,46,0.064543
253,47,0.273614
253,48,0.079683
253,49,0.286546
253,50,0.088214
253,51,0.130637
253,52,0.030355
253,53,0.06061
254,1,0.074048
254,2,0.024498
254,3,0.220752
254,4,0.237326
254,5,0.05796
254,6,0.103176
254,7,0.046934
254,8,0.18409
254,9,0.032327
254,10,0.029722
254,11,0.012036
254,12,0.291586
254,13,0.303523
254,14,0.283752
254,15,0.160834
254,16,0.037614
254,17,0.12924
254,18,0.179971
254,19,0.192182
254,20,0.188525
254,21,0.035657
254,22,0.129528
254,23,0.037041
254,24,0.136397
254,25,0.167213
254,26,0.042987
254,27,0.01941
254,28,0.014378
254,29,0.175421
254,30,0.01144
254,31,0.106445
254,32,0.128851
254,33,0.323654
254,34,0.240682
254,35,0.028301
254,36,0.02291
254,37,0.101347
254,38,0.292363
254,39,0.098467
254,40,0.004288
254,41,0.0468
254,42,0.043877
254,43,0.022326
254,44,0.076795
254,45,0.155909
254,46,0.063603
254,47,0.269957
254,48,0.078747
254,49,0.282888
254,50,0.084571
254,51,0.126979
254,52,0.030703
254,53,0.065131
255,1,0.071736
255,2,0.022185
255,3,0.211738
255,4,0.228326
255,5,0.048946
255,6,0.111859
255,7,0.044622
255,8,0.17509
255,9,0.030011
255,10,0.02741
255,11,0.016058
255,12,0.282571
255,13,0.294509
255,14,0.274752
255,15,0.151834
255,16,0.035298
255,17,0.120226
255,18,0.170971
255,19,0.183168
255,20,0.179525
255,21,0.033344
255,22,0.120528
255,23,0.034728
255,24,0.127382
255,25,0.158213
255,26,0.040674
255,27,0.017094
255,28,0.012062
255,29,0.166406
255,30,0.009213
255,31,0.09743
255,32,0.119851
255,33,0.314654
255,34,0.231682
255,35,0.025989
255,36,0.020598
255,37,0.092347
255,38,0.283363
255,39,0.107107
255,40,0.005576
255,41,0.038131
255,42,0.034877
255,43,0.020013
255,44,0.067781
255,45,0.146894
255,46,0.061291
255,47,0.260957
255,48,0.076431
255,49,0.273888
255,50,0.075557
255,51,0.117979
255,52,0.02839
255,53,0.055238
256,1,0.070918
256,2,0.021368
256,3,0.20857
256,4,0.225158
256,5,0.045778
256,6,0.108691
256,7,0.043808
256,8,0.171907
256,9,0.029197
256,10,0.026592
256,11,0.015248
256,12,0.279403
256,13,0.291341
256,14,0.271584
256,15,0.148666
256,16,0.034484
256,17,0.117058
256,18,0.167803
256,19,0.18
256,20,0.176342
256,21,0.032527
256,22,0.117346
256,23,0.03391
256,24,0.124214
256,25,0.155045
256,26,0.039856
256,27,0.01628
256,28,0.011248
256,29,0.163238
256,30,0.008395
256,31,0.094262
256,32,0.116669
256,33,0.311472
256,34,0.228514
256,35,0.025175
256,36,0.01978
256,37,0.089165
256,38,0.280195
256,39,0.104818
256,40,0.004991
256,41,0.034949
256,42,0.031709
256,43,0.019196
256,44,0.064613
256,45,0.143726
256,46,0.060473
256,47,0.257774
256,48,0.075617
256,49,0.270706
256,50,0.072389
256,51,0.114797
256,52,0.027572
256,53,0.05207
257,1,0.076179
257,2,0.026625
257,3,0.229032
257,4,0.231034
257,5,0.06624
257,6,0.07776
257,7,0.045321
257,8,0.16452
257,9,0.03071
257,10,0.026699
257,11,0.011988
257,12,0.285293
257,13,0.29723
257,14,0.277459
257,15,0.154555
257,16,0.035997
257,17,0.117475
257,18,0.173693
257,19,0.18589
257,20,0.182232
257,21,0.03404
257,22,0.123235
257,23,0.035424
257,24,0.130104
257,25,0.147643
257,26,0.037958
257,27,0.017793
257,28,0.012761
257,29,0.169128
257,30,0.007726
257,31,0.086861
257,32,0.117101
257,33,0.331934
257,34,0.248976
257,35,0.023273
257,36,0.021293
257,37,0.095054
257,38,0.286085
257,39,0.085435
257,40,0.002653
257,41,0.032342
257,42,0.043848
257,43,0.017298
257,44,0.070502
257,45,0.149616
257,46,0.061986
257,47,0.263664
257,48,0.07713
257,49,0.276595
257,50,0.078278
257,51,0.120686
257,52,0.025674
257,53,0.035554
258,1,0.076905
258,2,0.027354
258,3,0.231869
258,4,0.230832
258,5,0.069077
258,6,0.075038
258,7,0.045266
258,8,0.161798
258,9,0.030658
258,10,0.026004
258,11,0.012717
258,12,0.285091
258,13,0.297029
258,14,0.277258
258,15,0.154339
258,16,0.035946
258,17,0.114754
258,18,0.173477
258,19,0.185688
258,20,0.18203
258,21,0.034639
258,22,0.123034
258,23,0.035372
258,24,0.129902
258,25,0.144922
258,26,0.037259
258,27,0.017742
258,28,0.012957
258,29,0.168926
258,30,0.007733
258,31,0.084139
258,32,0.114379
258,33,0.334771
258,34,0.251813
258,35,0.022574
258,36,0.021242
258,37,0.094853
258,38,0.285869
258,39,0.088272
258,40,0.003382
258,41,0.027317
258,42,0.046685
258,43,0.016598
258,44,0.070301
258,45,0.149414
258,46,0.061934
258,47,0.263462
258,48,0.077078
258,49,0.276394
258,50,0.078077
258,51,0.120485
258,52,0.024975
258,53,0.032832
259,1,0.081078
259,2,0.031528
259,3,0.248098
259,4,0.248602
259,5,0.085306
259,6,0.070978
259,7,0.049832
259,8,0.167198
259,9,0.035224
259,10,0.029189
259,11,0.010745
259,12,0.302861
259,13,0.314798
259,14,0.295027
259,15,0.172109
259,16,0.040511
259,17,0.127152
259,18,0.191246
259,19,0.203458
259,20,0.1998
259,21,0.037825
259,22,0.140803
259,23,0.039938
259,24,0.147672
259,25,0.146563
259,26,0.038647
259,27,0.022307
259,28,0.01766
259,29,0.186696
259,30,0.012624
259,31,0.089554
259,32,0.126778
259,33,0.351014
259,34,0.268042
259,35,0.023961
259,36,0.025808
259,37,0.112622
259,38,0.303638
259,39,0.06349
259,40,0.006172
259,41,0.045086
259,42,0.062928
259,43,0.018844
259,44,0.08807
259,45,0.167184
259,46,0.0665
259,47,0.281232
259,48,0.081644
259,49,0.294163
259,50,0.095846
259,51,0.138254
259,52,0.024431
259,53,0.050602
260,1,0.083446
260,2,0.033896
260,3,0.257314
260,4,0.259373
260,5,0.094522
260,6,0.099
260,7,0.052599
260,8,0.201125
260,9,0.037988
260,10,0.036105
260,11,0.003034
260,12,0.313618
260,13,0.32557
260,14,0.305798
260,15,0.18288
260,16,0.043275
260,17,0.15408
260,18,0.202018
260,19,0.214229
260,20,0.210571
260,21,0.041322
260,22,0.151574
260,23,0.042705
260,24,0.158429
260,25,0.184248
260,26,0.047364
260,27,0.025075
260,28,0.020039
260,29,0.197453
260,30,0.015003
260,31,0.123466
260,32,0.153706
260,33,0.360216
260,34,0.277258
260,35,0.032678
260,36,0.028575
260,37,0.123394
260,38,0.31441
260,39,0.084168
260,40,0.008554
260,41,0.060667
260,42,0.072187
260,43,0.026703
260,44,0.098827
260,45,0.177941
260,46,0.069268
260,47,0.292003
260,48,0.084408
260,49,0.304934
260,50,0.106603
260,51,0.149026
260,52,0.03508
260,53,0.078998
261,1,0.074777
261,2,0.025227
261,3,0.223574
261,4,0.240163
261,5,0.060782
261,6,0.105091
261,7,0.047663
261,8,0.189173
261,9,0.033052
261,10,0.033037
261,11,0.012532
261,12,0.294408
261,13,0.306346
261,14,0.286589
261,15,0.16367
261,16,0.038339
261,17,0.142128
261,18,0.182808
261,19,0.195005
261,20,0.191362
261,21,0.036386
261,22,0.132365
261,23,0.03777
261,24,0.139219
261,25,0.172296
261,26,0.044293
261,27,0.020135
261,28,0.015103
261,29,0.178243
261,30,0.011932
261,31,0.111514
261,32,0.141754
261,33,0.326491
261,34,0.243518
261,35,0.029607
261,36,0.023639
261,37,0.104184
261,38,0.2952
261,39,0.100382
261,40,0.00478
261,41,0.048715
261,42,0.046714
261,43,0.023632
261,44,0.079618
261,45,0.158731
261,46,0.064328
261,47,0.272794
261,48,0.079472
261,49,0.285725
261,50,0.087394
261,51,0.129816
261,52,0.032009
261,53,0.067046
262,1,0.074921
262,2,0.025371
262,3,0.224136
262,4,0.240725
262,5,0.061344
262,6,0.107136
262,7,0.047808
262,8,0.187488
262,9,0.033196
262,10,0.030595
262,11,0.013054
262,12,0.29497
262,13,0.306922
262,14,0.28715
262,15,0.164232
262,16,0.038484
262,17,0.132624
262,18,0.18337
262,19,0.195581
262,20,0.191923
262,21,0.03653
262,22,0.132926
262,23,0.037914
262,24,0.139781
262,25,0.170611
262,26,0.04386
262,27,0.020283
262,28,0.015248
262,29,0.178805
262,30,0.012458
262,31,0.109829
262,32,0.13225
262,33,0.327053
262,34,0.24408
262,35,0.029174
262,36,0.023784
262,37,0.104746
262,38,0.295762
262,39,0.102427
262,40,0.005306
262,41,0.05076
262,42,0.047275
262,43,0.023199
262,44,0.080179
262,45,0.159293
262,46,0.064476
262,47,0.273355
262,48,0.079617
262,49,0.286286
262,50,0.087955
262,51,0.130378
262,52,0.031576
262,53,0.069091
263,1,0.075325
263,2,0.025774
263,3,0.22572
263,4,0.242294
263,5,0.062928
263,6,0.109613
263,7,0.048211
263,8,0.189058
263,9,0.033603
263,10,0.030999
263,11,0.01369
263,12,0.296554
263,13,0.308491
263,14,0.28872
263,15,0.165802
263,16,0.038891
263,17,0.134208
263,18,0.184939
263,19,0.19715
263,20,0.193493
263,21,0.036933
263,22,0.134496
263,23,0.038317
263,24,0.141365
263,25,0.172181
263,26,0.044263
263,27,0.020687
263,28,0.015655
263,29,0.180389
263,30,0.013094
263,31,0.111413
263,32,0.133819
263,33,0.328622
263,34,0.24565
263,35,0.029578
263,36,0.024187
263,37,0.106315
263,38,0.297331
263,39,0.104904
263,40,0.005942
263,41,0.053237
263,42,0.048845
263,43,0.023602
263,44,0.081763
263,45,0.160877
263,46,0.064879
263,47,0.274925
263,48,0.080024
263,49,0.287856
263,50,0.089539
263,51,0.131947
263,52,0.031979
263,53,0.071568
264,1,0.076349
264,2,0.026799
264,3,0.229694
264,4,0.246283
264,5,0.066902
264,6,0.113602
264,7,0.049236
264,8,0.193046
264,9,0.034625
264,10,0.032023
264,11,0.014715
264,12,0.300528
264,13,0.31248
264,14,0.292709
264,15,0.16979
264,16,0.039912
264,17,0.138182
264,18,0.188928
264,19,0.201139
264,20,0.197482
264,21,0.037958
264,22,0.138485
264,23,0.039342
264,24,0.145354
264,25,0.17617
264,26,0.045288
264,27,0.021712
264,28,0.016676
264,29,0.184378
264,30,0.014119
264,31,0.115387
264,32,0.137808
264,33,0.332611
264,34,0.249638
264,35,0.030603
264,36,0.025212
264,37,0.110304
264,38,0.30132
264,39,0.108893
264,40,0.006967
264,41,0.057226
264,42,0.052834
264,43,0.024627
264,44,0.085738
264,45,0.164866
264,46,0.065904
264,47,0.278914
264,48,0.081045
264,49,0.291845
264,50,0.093514
264,51,0.135936
264,52,0.033004
264,53,0.075557
265,1,0.072664
265,2,0.023114
265,3,0.215366
265,4,0.231941
265,5,0.052574
265,6,0.115474
265,7,0.045551
265,8,0.178704
265,9,0.030939
265,10,0.028338
265,11,0.014807
265,12,0.2862
265,13,0.298138
265,14,0.278366
265,15,0.155448
265,16,0.03623
265,17,0.12384
265,18,0.174586
265,19,0.186797
265,20,0.183139
265,21,0.034273
265,22,0.124142
265,23,0.035657
265,24,0.131011
265,25,0.161827
265,26,0.041603
265,27,0.018026
265,28,0.012991
265,29,0.170035
265,30,0.010068
265,31,0.101045
265,32,0.123466
265,33,0.318269
265,34,0.235296
265,35,0.026918
265,36,0.021527
265,37,0.095962
265,38,0.286978
265,39,0.109238
265,40,0.005546
265,41,0.041458
265,42,0.038491
265,43,0.020942
265,44,0.07141
265,45,0.150523
265,46,0.062219
265,47,0.264571
265,48,0.07736
265,49,0.277502
265,50,0.079171
265,51,0.121594
265,52,0.029319
265,53,0.058867
266,1,0.071728
266,2,0.022178
266,3,0.211709
266,4,0.228298
266,5,0.048917
266,6,0.11183
266,7,0.044615
266,8,0.175061
266,9,0.030003
266,10,0.027398
266,11,0.01594
266,12,0.282542
266,13,0.29448
266,14,0.274723
266,15,0.151805
266,16,0.035291
266,17,0.120197
266,18,0.170942
266,19,0.183139
266,20,0.179496
266,21,0.033333
266,22,0.120485
266,23,0.034721
266,24,0.127354
266,25,0.158184
266,26,0.040663
266,27,0.017087
266,28,0.012055
266,29,0.166378
266,30,0.009709
266,31,0.097402
266,32,0.119822
266,33,0.314611
266,34,0.231653
266,35,0.025981
266,36,0.02059
266,37,0.092318
266,38,0.283334
266,39,0.113659
266,40,0.006072
266,41,0.040061
266,42,0.034848
266,43,0.020002
266,44,0.067752
266,45,0.146866
266,46,0.061279
266,47,0.260914
266,48,0.076424
266,49,0.273859
266,50,0.075528
266,51,0.11795
266,52,0.028379
266,53,0.05521
267,1,0.088822
267,2,0.039272
267,3,0.278237
267,4,0.280296
267,5,0.115445
267,6,0.108562
267,7,0.057975
267,8,0.222048
267,9,0.043364
267,10,0.041484
267,11,0.003078
267,12,0.334555
267,13,0.346493
267,14,0.326722
267,15,0.203803
267,16,0.048655
267,17,0.175003
267,18,0.222941
267,19,0.235152
267,20,0.231494
267,21,0.046698
267,22,0.172498
267,23,0.048081
267,24,0.179366
267,25,0.205171
267,26,0.05274
267,27,0.030451
267,28,0.025415
267,29,0.21839
267,30,0.02038
267,31,0.144389
267,32,0.174629
267,33,0.381154
267,34,0.298181
267,35,0.038054
267,36,0.033951
267,37,0.144317
267,38,0.335333
267,39,0.10224
267,40,0.01393
267,41,0.08159
267,42,0.09311
267,43,0.032079
267,44,0.119765
267,45,0.198878
267,46,0.074644
267,47,0.312926
267,48,0.089784
267,49,0.325858
267,50,0.127526
267,51,0.169949
267,52,0.040456
267,53,0.099922
268,1,0.077804
268,2,0.029559
268,3,0.235354
268,4,0.333418
268,5,0.169013
268,6,0.274219
268,7,0.073208
268,8,0.33745
268,9,0.055563
268,10,0.066752
268,11,0.020387
268,12,0.322142
268,13,0.290822
268,14,0.379843
268,15,0.263088
268,16,0.061254
268,17,0.25907
268,18,0.282226
268,19,0.294422
268,20,0.290765
268,21,0.066504
268,22,0.218563
268,23,0.062153
268,24,0.238637
268,25,0.320573
268,26,0.082392
268,27,0.058815
268,28,0.053783
268,29,0.277661
268,30,0.052351
268,31,0.25979
268,32,0.272966
268,33,0.33827
268,34,0.114869
268,35,0.067706
268,36,0.055704
268,37,0.220536
268,38,0.291053
268,39,0.130968
268,40,0.012639
268,41,0.206021
268,42,0.183182
268,43,0.061731
268,44,0.222955
268,45,0.258149
268,46,0.088289
268,47,0.366034
268,48,0.086595
268,49,0.283824
268,50,0.207864
268,51,0.22477
268,52,0.070108
268,53,0.217613
269,1,0.076738
269,2,0.027188
269,3,0.231221
269,4,0.24781
269,5,0.068429
269,6,0.131342
269,7,0.049628
269,8,0.194558
269,9,0.035017
269,10,0.032412
269,11,0.019011
269,12,0.302054
269,13,0.313992
269,14,0.294235
269,15,0.171317
269,16,0.040304
269,17,0.139709
269,18,0.190454
269,19,0.202651
269,20,0.198994
269,21,0.038347
269,22,0.139997
269,23,0.039734
269,24,0.146866
269,25,0.177696
269,26,0.045676
269,27,0.0221
269,28,0.017068
269,29,0.18589
269,30,0.014874
269,31,0.116914
269,32,0.13932
269,33,0.334123
269,34,0.251165
269,35,0.030995
269,36,0.0256
269,37,0.111816
269,38,0.302846
269,39,0.125611
269,40,0.011263
269,41,0.060163
269,42,0.05436
269,43,0.025016
269,44,0.087264
269,45,0.166378
269,46,0.066293
269,47,0.280426
269,48,0.081437
269,49,0.293357
269,50,0.09504
269,51,0.137448
269,52,0.033392
269,53,0.074722
270,1,0.075539
270,2,0.025989
270,3,0.226555
270,4,0.24313
270,5,0.063763
270,6,0.126662
270,7,0.048426
270,8,0.189893
270,9,0.033818
270,10,0.031213
270,11,0.016313
270,12,0.297389
270,13,0.309326
270,14,0.289555
270,15,0.166637
270,16,0.039105
270,17,0.135043
270,18,0.185774
270,19,0.197986
270,20,0.194328
270,21,0.037148
270,22,0.135331
270,23,0.038532
270,24,0.1422
270,25,0.173016
270,26,0.044478
270,27,0.020901
270,28,0.015869
270,29,0.181224
270,30,0.015718
270,31,0.112248
270,32,0.134654
270,33,0.329458
270,34,0.246499
270,35,0.029792
270,36,0.024402
270,37,0.10715
270,38,0.298166
270,39,0.115099
270,40,0.008562
270,41,0.063446
270,42,0.04968
270,43,0.023817
270,44,0.082598
270,45,0.161712
